"title","start_time","end_time","description","exercise_title","superset_id","exercise_notes","set_index","set_type","weight_kg","reps","distance_km","duration_seconds","rpe"
"Sbd de sexta","8 Nov 2025, 16:29","8 Nov 2025, 18:04","","Supino (Barra)",,"",0,"normal",60,10,,,
"Sbd de sexta","8 Nov 2025, 16:29","8 Nov 2025, 18:04","","Supino (Barra)",,"",1,"normal",80,6,,,
"Sbd de sexta","8 Nov 2025, 16:29","8 Nov 2025, 18:04","","Supino (Barra)",,"",2,"normal",90,8,,,
"Sbd de sexta","8 Nov 2025, 16:29","8 Nov 2025, 18:04","","Supino (Barra)",,"",3,"normal",90,8,,,
"Sbd de sexta","8 Nov 2025, 16:29","8 Nov 2025, 18:04","","Supino (Barra)",,"",4,"normal",90,8,,,
"Sbd de sexta","8 Nov 2025, 16:29","8 Nov 2025, 18:04","","Levantamento Terra (Barra)",,"",0,"normal",60,5,,,
"Sbd de sexta","8 Nov 2025, 16:29","8 Nov 2025, 18:04","","Levantamento Terra (Barra)",,"",1,"normal",100,4,,,
"Sbd de sexta","8 Nov 2025, 16:29","8 Nov 2025, 18:04","","Levantamento Terra (Barra)",,"",2,"normal",140,3,,,
"Sbd de sexta","8 Nov 2025, 16:29","8 Nov 2025, 18:04","","Levantamento Terra (Barra)",,"",3,"normal",180,8,,,
"Sbd de sexta","8 Nov 2025, 16:29","8 Nov 2025, 18:04","","Levantamento Terra (Barra)",,"",4,"normal",180,8,,,
"Sbd de sexta","8 Nov 2025, 16:29","8 Nov 2025, 18:04","","Levantamento Terra (Barra)",,"",5,"normal",180,8,,,
"Treino b, full leg day","6 Nov 2025, 09:30","6 Nov 2025, 10:30","","Cadeira Adutora (Máquina)",,"",0,"normal",32,10,,,
"Treino b, full leg day","6 Nov 2025, 09:30","6 Nov 2025, 10:30","","Cadeira Adutora (Máquina)",,"",1,"normal",32,10,,,
"Treino b, full leg day","6 Nov 2025, 09:30","6 Nov 2025, 10:30","","Cadeira Adutora (Máquina)",,"",2,"normal",32,10,,,
"Treino b, full leg day","6 Nov 2025, 09:30","6 Nov 2025, 10:30","","Cadeira Flexora (Máquina)",,"",0,"normal",50,10,,,
"Treino b, full leg day","6 Nov 2025, 09:30","6 Nov 2025, 10:30","","Cadeira Flexora (Máquina)",,"",1,"normal",75,8,,,
"Treino b, full leg day","6 Nov 2025, 09:30","6 Nov 2025, 10:30","","Cadeira Flexora (Máquina)",,"",2,"normal",75,8,,,
"Treino b, full leg day","6 Nov 2025, 09:30","6 Nov 2025, 10:30","","Cadeira Flexora (Máquina)",,"",3,"normal",75,8,,,
"Treino b, full leg day","6 Nov 2025, 09:30","6 Nov 2025, 10:30","","Cadeira Flexora (Máquina)",,"",4,"normal",75,8,,,
"Treino b, full leg day","6 Nov 2025, 09:30","6 Nov 2025, 10:30","","Leg Press 45º (Máquina)",,"",0,"normal",120,15,,,
"Treino b, full leg day","6 Nov 2025, 09:30","6 Nov 2025, 10:30","","Leg Press 45º (Máquina)",,"",1,"normal",200,10,,,
"Treino b, full leg day","6 Nov 2025, 09:30","6 Nov 2025, 10:30","","Leg Press 45º (Máquina)",,"",2,"normal",200,10,,,
"Treino b, full leg day","6 Nov 2025, 09:30","6 Nov 2025, 10:30","","Leg Press 45º (Máquina)",,"",3,"normal",200,10,,,
"Treino b, full leg day","6 Nov 2025, 09:30","6 Nov 2025, 10:30","","Elevação Pélvica (Barra)",,"",0,"normal",80,15,,,
"Treino b, full leg day","6 Nov 2025, 09:30","6 Nov 2025, 10:30","","Elevação Pélvica (Barra)",,"",1,"normal",120,12,,,
"Treino b, full leg day","6 Nov 2025, 09:30","6 Nov 2025, 10:30","","Elevação Pélvica (Barra)",,"",2,"normal",120,12,,,
"Treino b, full leg day","6 Nov 2025, 09:30","6 Nov 2025, 10:30","","Elevação Pélvica (Barra)",,"",3,"normal",120,12,,,
"Treino b, full leg day","6 Nov 2025, 09:30","6 Nov 2025, 10:30","","Cadeira Extensora (Máquina)",,"",0,"normal",90,10,,,
"Treino b, full leg day","6 Nov 2025, 09:30","6 Nov 2025, 10:30","","Cadeira Extensora (Máquina)",,"",1,"normal",90,8,,,
"Treino b, full leg day","6 Nov 2025, 09:30","6 Nov 2025, 10:30","","Cadeira Extensora (Máquina)",,"",2,"normal",90,8,,,
"Treino b, full leg day","6 Nov 2025, 09:30","6 Nov 2025, 10:30","","Cadeira Extensora (Máquina)",,"",3,"normal",90,8,,,
"Treino 2 e a","5 Nov 2025, 09:51","5 Nov 2025, 10:37","","Agachamento (Barra)",,"",0,"normal",60,5,,,
"Treino 2 e a","5 Nov 2025, 09:51","5 Nov 2025, 10:37","","Agachamento (Barra)",,"",1,"normal",100,5,,,
"Treino 2 e a","5 Nov 2025, 09:51","5 Nov 2025, 10:37","","Agachamento (Barra)",,"",2,"normal",120,3,,,
"Treino 2 e a","5 Nov 2025, 09:51","5 Nov 2025, 10:37","","Agachamento (Barra)",,"",3,"normal",120,3,,,
"Treino 2 e a","5 Nov 2025, 09:51","5 Nov 2025, 10:37","","Agachamento (Barra)",,"",4,"normal",120,3,,,
"Treino 2 e a","5 Nov 2025, 09:51","5 Nov 2025, 10:37","","Supino (Barra)",,"",0,"normal",60,8,,,
"Treino 2 e a","5 Nov 2025, 09:51","5 Nov 2025, 10:37","","Supino (Barra)",,"",1,"normal",80,6,,,
"Treino 2 e a","5 Nov 2025, 09:51","5 Nov 2025, 10:37","","Supino (Barra)",,"",2,"normal",80,6,,,
"Treino 3 e c","4 Nov 2025, 21:23","4 Nov 2025, 22:50","","Barra Fixa (Com Peso)",,"",0,"normal",1,12,,,
"Treino 3 e c","4 Nov 2025, 21:23","4 Nov 2025, 22:50","","Barra Fixa (Com Peso)",,"",1,"normal",1,10,,,
"Treino 3 e c","4 Nov 2025, 21:23","4 Nov 2025, 22:50","","Barra Fixa (Com Peso)",,"",2,"normal",1,9,,,
"Treino 3 e c","4 Nov 2025, 21:23","4 Nov 2025, 22:50","","Barra Fixa (Com Peso)",,"",3,"normal",1,7,,,
"Treino 3 e c","4 Nov 2025, 21:23","4 Nov 2025, 22:50","","Remadas Dobradas (Barra)",,"",0,"normal",40,20,,,
"Treino 3 e c","4 Nov 2025, 21:23","4 Nov 2025, 22:50","","Remadas Dobradas (Barra)",,"",1,"normal",60,15,,,
"Treino 3 e c","4 Nov 2025, 21:23","4 Nov 2025, 22:50","","Remadas Dobradas (Barra)",,"",2,"normal",60,12,,,
"Treino 3 e c","4 Nov 2025, 21:23","4 Nov 2025, 22:50","","Remadas Dobradas (Barra)",,"",3,"normal",60,12,,,
"Treino 3 e c","4 Nov 2025, 21:23","4 Nov 2025, 22:50","","Remada (Halter)",,"",0,"normal",36,10,,,
"Treino 3 e c","4 Nov 2025, 21:23","4 Nov 2025, 22:50","","Remada (Halter)",,"",1,"normal",36,10,,,
"Treino 3 e c","4 Nov 2025, 21:23","4 Nov 2025, 22:50","","Remada (Halter)",,"",2,"normal",36,10,,,
"Treino 3 e c","4 Nov 2025, 21:23","4 Nov 2025, 22:50","","Remada (Corda) Sentado - Pegas Afastadas",,"",0,"normal",59,16,,,
"Treino 3 e c","4 Nov 2025, 21:23","4 Nov 2025, 22:50","","Remada (Corda) Sentado - Pegas Afastadas",,"",1,"normal",59,18,,,
"Treino 3 e c","4 Nov 2025, 21:23","4 Nov 2025, 22:50","","Remada (Corda) Sentado - Pegas Afastadas",,"",2,"normal",59,18,,,
"Treino 3 e c","4 Nov 2025, 21:23","4 Nov 2025, 22:50","","Elevação Lateral (Halter)",,"",0,"normal",12,10,,,
"Treino 3 e c","4 Nov 2025, 21:23","4 Nov 2025, 22:50","","Elevação Lateral (Halter)",,"",1,"normal",12,10,,,
"Treino 3 e c","4 Nov 2025, 21:23","4 Nov 2025, 22:50","","Elevação Lateral (Halter)",,"",2,"normal",12,10,,,
"Treino 3 e c","4 Nov 2025, 21:23","4 Nov 2025, 22:50","","Elevação Lateral (Halter)",,"",3,"normal",12,10,,,
"Treino 3 e c","4 Nov 2025, 21:23","4 Nov 2025, 22:50","","Elevação Lateral (Halter)",,"",4,"normal",12,10,,,
"Treino 3 e c","4 Nov 2025, 21:23","4 Nov 2025, 22:50","","Rosca Direta na Barra W",,"",0,"normal",12,15,,,
"Treino 3 e c","4 Nov 2025, 21:23","4 Nov 2025, 22:50","","Rosca Direta na Barra W",,"",1,"normal",12,11,,,
"Treino 3 e c","4 Nov 2025, 21:23","4 Nov 2025, 22:50","","Rosca Direta na Barra W",,"",2,"normal",12,10,,,
"Treino 3 e c","4 Nov 2025, 21:23","4 Nov 2025, 22:50","","Rosca Direta na Barra W",,"",3,"normal",12,10,,,
"Treino 3 e c","4 Nov 2025, 21:23","4 Nov 2025, 22:50","","Rosca Direta na Barra W",,"",4,"normal",12,10,,,
"Treino 3 e c","4 Nov 2025, 21:23","4 Nov 2025, 22:50","","Rosca Direta na Barra W",,"",5,"normal",12,10,,,
"Treino 3 e c","3 Nov 2025, 20:41","3 Nov 2025, 22:12","","Levantamento Terra Sumô",,"",0,"normal",60,5,,,
"Treino 3 e c","3 Nov 2025, 20:41","3 Nov 2025, 22:12","","Levantamento Terra Sumô",,"",1,"normal",100,4,,,
"Treino 3 e c","3 Nov 2025, 20:41","3 Nov 2025, 22:12","","Levantamento Terra Sumô",,"",2,"normal",140,3,,,
"Treino 3 e c","3 Nov 2025, 20:41","3 Nov 2025, 22:12","","Levantamento Terra Sumô",,"",3,"normal",160,5,,,
"Treino 3 e c","3 Nov 2025, 20:41","3 Nov 2025, 22:12","","Levantamento Terra Sumô",,"",4,"normal",160,5,,,
"Treino 3 e c","3 Nov 2025, 20:41","3 Nov 2025, 22:12","","Levantamento Terra Sumô",,"",5,"normal",160,5,,,
"Treino 3 e c","3 Nov 2025, 20:41","3 Nov 2025, 22:12","","Supino (Barra)",,"",0,"normal",60,8,,,
"Treino 3 e c","3 Nov 2025, 20:41","3 Nov 2025, 22:12","","Supino (Barra)",,"",1,"normal",80,5,,,
"Treino 3 e c","3 Nov 2025, 20:41","3 Nov 2025, 22:12","","Supino (Barra)",,"",2,"normal",85,5,,,
"Treino 3 e c","3 Nov 2025, 20:41","3 Nov 2025, 22:12","","Supino (Barra)",,"",3,"normal",85,5,,,
"Treino 3 e c","3 Nov 2025, 20:41","3 Nov 2025, 22:12","","Supino (Barra)",,"",4,"normal",85,5,,,
"Sbd de sexta","24 Out 2025, 09:02","24 Out 2025, 16:48","","Agachamento (Barra)",,"",0,"normal",60,10,,,
"Sbd de sexta","24 Out 2025, 09:02","24 Out 2025, 16:48","","Agachamento (Barra)",,"",1,"normal",100,8,,,
"Sbd de sexta","24 Out 2025, 09:02","24 Out 2025, 16:48","","Agachamento (Barra)",,"",2,"normal",120,5,,,
"Sbd de sexta","24 Out 2025, 09:02","24 Out 2025, 16:48","","Agachamento (Barra)",,"",3,"normal",140,3,,,
"Sbd de sexta","24 Out 2025, 09:02","24 Out 2025, 16:48","","Agachamento (Barra)",,"",4,"normal",160,2,,,
"Sbd de sexta","24 Out 2025, 09:02","24 Out 2025, 16:48","","Agachamento (Barra)",,"",5,"normal",180,1,,,
"Sbd de sexta","24 Out 2025, 09:02","24 Out 2025, 16:48","","Agachamento (Barra)",,"",6,"normal",200,1,,,
"Sbd de sexta","24 Out 2025, 09:02","24 Out 2025, 16:48","","Agachamento (Barra)",,"",7,"normal",215,1,,,
"Sbd de sexta","24 Out 2025, 09:02","24 Out 2025, 16:48","","Agachamento (Barra)",,"",8,"normal",222.5,1,,,
"Sbd de sexta","24 Out 2025, 09:02","24 Out 2025, 16:48","","Agachamento (Barra)",,"",9,"normal",227.5,1,,,
"Sbd de sexta","24 Out 2025, 09:02","24 Out 2025, 16:48","","Supino (Barra)",,"",0,"normal",60,10,,,
"Sbd de sexta","24 Out 2025, 09:02","24 Out 2025, 16:48","","Supino (Barra)",,"",1,"normal",80,6,,,
"Sbd de sexta","24 Out 2025, 09:02","24 Out 2025, 16:48","","Supino (Barra)",,"",2,"normal",90,3,,,
"Sbd de sexta","24 Out 2025, 09:02","24 Out 2025, 16:48","","Supino (Barra)",,"",3,"normal",100,1,,,
"Sbd de sexta","24 Out 2025, 09:02","24 Out 2025, 16:48","","Supino (Barra)",,"",4,"normal",107.5,1,,,
"Sbd de sexta","24 Out 2025, 09:02","24 Out 2025, 16:48","","Supino (Barra)",,"",5,"normal",115,1,,,
"Sbd de sexta","24 Out 2025, 09:02","24 Out 2025, 16:48","","Supino (Barra)",,"",6,"normal",122.5,1,,,
"Sbd de sexta","24 Out 2025, 09:02","24 Out 2025, 16:48","","Levantamento Terra (Barra)",,"",0,"normal",60,5,,,
"Sbd de sexta","24 Out 2025, 09:02","24 Out 2025, 16:48","","Levantamento Terra (Barra)",,"",1,"normal",100,4,,,
"Sbd de sexta","24 Out 2025, 09:02","24 Out 2025, 16:48","","Levantamento Terra (Barra)",,"",2,"normal",140,3,,,
"Sbd de sexta","24 Out 2025, 09:02","24 Out 2025, 16:48","","Levantamento Terra (Barra)",,"",3,"normal",180,2,,,
"Sbd de sexta","24 Out 2025, 09:02","24 Out 2025, 16:48","","Levantamento Terra (Barra)",,"",4,"normal",200,2,,,
"Sbd de sexta","24 Out 2025, 09:02","24 Out 2025, 16:48","","Levantamento Terra (Barra)",,"",5,"normal",220,1,,,
"Sbd de sexta","24 Out 2025, 09:02","24 Out 2025, 16:48","","Levantamento Terra (Barra)",,"",6,"normal",240,1,,,
"Sbd de sexta","24 Out 2025, 09:02","24 Out 2025, 16:48","","Levantamento Terra (Barra)",,"",7,"normal",255,1,,,
"Treino 2 e a","20 Out 2025, 19:17","20 Out 2025, 21:28","","Agachamento (Barra)",,"",0,"normal",60,5,,,
"Treino 2 e a","20 Out 2025, 19:17","20 Out 2025, 21:28","","Agachamento (Barra)",,"",1,"normal",100,5,,,
"Treino 2 e a","20 Out 2025, 19:17","20 Out 2025, 21:28","","Agachamento (Barra)",,"",2,"normal",120,3,,,
"Treino 2 e a","20 Out 2025, 19:17","20 Out 2025, 21:28","","Agachamento (Barra)",,"",3,"normal",130,2,,,
"Treino 2 e a","20 Out 2025, 19:17","20 Out 2025, 21:28","","Agachamento (Barra)",,"",4,"normal",130,2,,,
"Treino 2 e a","20 Out 2025, 19:17","20 Out 2025, 21:28","","Supino (Barra)",,"",0,"normal",60,8,,,
"Treino 2 e a","20 Out 2025, 19:17","20 Out 2025, 21:28","","Supino (Barra)",,"",1,"normal",80,5,,,
"Treino 2 e a","20 Out 2025, 19:17","20 Out 2025, 21:28","","Supino (Barra)",,"",2,"normal",100,3,,,
"Treino 2 e a","20 Out 2025, 19:17","20 Out 2025, 21:28","","Supino (Barra)",,"",3,"normal",100,3,,,
"Treino 2 e a","20 Out 2025, 19:17","20 Out 2025, 21:28","","Levantamento Terra (Barra)",,"",0,"normal",60,5,,,
"Treino 2 e a","20 Out 2025, 19:17","20 Out 2025, 21:28","","Levantamento Terra (Barra)",,"",1,"normal",100,4,,,
"Treino 2 e a","20 Out 2025, 19:17","20 Out 2025, 21:28","","Levantamento Terra (Barra)",,"",2,"normal",140,3,,,
"Treino 2 e a","20 Out 2025, 19:17","20 Out 2025, 21:28","","Levantamento Terra (Barra)",,"",3,"normal",160,1,,,
"Treino 2 e a","20 Out 2025, 19:17","20 Out 2025, 21:28","","Levantamento Terra (Barra)",,"",4,"normal",180,2,,,
"Treino 2 e a","20 Out 2025, 19:17","20 Out 2025, 21:28","","Levantamento Terra (Barra)",,"",5,"normal",180,2,,,
"Sbd de sexta","18 Out 2025, 16:04","18 Out 2025, 17:53","","Agachamento (Barra)",,"",0,"normal",60,10,,,
"Sbd de sexta","18 Out 2025, 16:04","18 Out 2025, 17:53","","Agachamento (Barra)",,"",1,"normal",100,8,,,
"Sbd de sexta","18 Out 2025, 16:04","18 Out 2025, 17:53","","Agachamento (Barra)",,"",2,"normal",120,5,,,
"Sbd de sexta","18 Out 2025, 16:04","18 Out 2025, 17:53","","Agachamento (Barra)",,"",3,"normal",140,3,,,
"Sbd de sexta","18 Out 2025, 16:04","18 Out 2025, 17:53","","Agachamento (Barra)",,"",4,"normal",160,2,,,
"Sbd de sexta","18 Out 2025, 16:04","18 Out 2025, 17:53","","Agachamento (Barra)",,"",5,"normal",160,2,,,
"Sbd de sexta","18 Out 2025, 16:04","18 Out 2025, 17:53","","Supino (Barra)",,"",0,"normal",60,10,,,
"Sbd de sexta","18 Out 2025, 16:04","18 Out 2025, 17:53","","Supino (Barra)",,"",1,"normal",80,6,,,
"Sbd de sexta","18 Out 2025, 16:04","18 Out 2025, 17:53","","Supino (Barra)",,"",2,"normal",90,3,,,
"Sbd de sexta","18 Out 2025, 16:04","18 Out 2025, 17:53","","Supino (Barra)",,"",3,"normal",100,1,,,
"Sbd de sexta","18 Out 2025, 16:04","18 Out 2025, 17:53","","Supino (Barra)",,"",4,"normal",117,1,,,
"Sbd de sexta","18 Out 2025, 16:04","18 Out 2025, 17:53","","Supino (Barra)",,"",5,"normal",117,1,,,
"Sbd de sexta","18 Out 2025, 16:04","18 Out 2025, 17:53","","Levantamento Terra (Barra)",,"",0,"normal",60,5,,,
"Sbd de sexta","18 Out 2025, 16:04","18 Out 2025, 17:53","","Levantamento Terra (Barra)",,"",1,"normal",100,4,,,
"Sbd de sexta","18 Out 2025, 16:04","18 Out 2025, 17:53","","Levantamento Terra (Barra)",,"",2,"normal",140,3,,,
"Sbd de sexta","18 Out 2025, 16:04","18 Out 2025, 17:53","","Levantamento Terra (Barra)",,"",3,"normal",180,2,,,
"Sbd de sexta","18 Out 2025, 16:04","18 Out 2025, 17:53","","Levantamento Terra (Barra)",,"",4,"normal",200,2,,,
"Treino 2 e a","16 Out 2025, 13:12","16 Out 2025, 15:29","","Agachamento (Barra)",,"",0,"normal",60,5,,,
"Treino 2 e a","16 Out 2025, 13:12","16 Out 2025, 15:29","","Agachamento (Barra)",,"",1,"normal",100,5,,,
"Treino 2 e a","16 Out 2025, 13:12","16 Out 2025, 15:29","","Agachamento (Barra)",,"",2,"normal",120,3,,,
"Treino 2 e a","16 Out 2025, 13:12","16 Out 2025, 15:29","","Agachamento (Barra)",,"",3,"normal",140,1,,,
"Treino 2 e a","16 Out 2025, 13:12","16 Out 2025, 15:29","","Agachamento (Barra)",,"",4,"normal",165,1,,,
"Treino 2 e a","16 Out 2025, 13:12","16 Out 2025, 15:29","","Agachamento (Barra)",,"",5,"normal",165,1,,,
"Treino 2 e a","16 Out 2025, 13:12","16 Out 2025, 15:29","","Supino (Barra)",,"",0,"normal",60,8,,,
"Treino 2 e a","16 Out 2025, 13:12","16 Out 2025, 15:29","","Supino (Barra)",,"",1,"normal",80,5,,,
"Treino 2 e a","16 Out 2025, 13:12","16 Out 2025, 15:29","","Supino (Barra)",,"",2,"normal",100,2,,,
"Treino 2 e a","16 Out 2025, 13:12","16 Out 2025, 15:29","","Supino (Barra)",,"",3,"normal",110,1,,,
"Treino 2 e a","16 Out 2025, 13:12","16 Out 2025, 15:29","","Supino (Barra)",,"",4,"normal",110,1,,,
"Treino 2 e a","16 Out 2025, 13:12","16 Out 2025, 15:29","","Supino (Barra)",,"",5,"normal",110,1,,,
"Treino 2 e a","16 Out 2025, 13:12","16 Out 2025, 15:29","","Levantamento Terra (Barra)",,"",0,"normal",60,5,,,
"Treino 2 e a","16 Out 2025, 13:12","16 Out 2025, 15:29","","Levantamento Terra (Barra)",,"",1,"normal",100,4,,,
"Treino 2 e a","16 Out 2025, 13:12","16 Out 2025, 15:29","","Levantamento Terra (Barra)",,"",2,"normal",140,3,,,
"Treino 2 e a","16 Out 2025, 13:12","16 Out 2025, 15:29","","Levantamento Terra (Barra)",,"",3,"normal",170,2,,,
"Treino 2 e a","16 Out 2025, 13:12","16 Out 2025, 15:29","","Levantamento Terra (Barra)",,"",4,"normal",170,2,,,
"Treino 2 e a","16 Out 2025, 13:12","16 Out 2025, 15:29","","Escalada",,"",0,"normal",,,,2121,
"Treino 3 e c","14 Out 2025, 20:30","14 Out 2025, 22:38","","Levantamento Terra (Barra)",,"",0,"normal",60,10,,,
"Treino 3 e c","14 Out 2025, 20:30","14 Out 2025, 22:38","","Levantamento Terra (Barra)",,"",1,"normal",100,10,,,
"Treino 3 e c","14 Out 2025, 20:30","14 Out 2025, 22:38","","Levantamento Terra (Barra)",,"",2,"normal",140,8,,,
"Treino 3 e c","14 Out 2025, 20:30","14 Out 2025, 22:38","","Levantamento Terra (Barra)",,"",3,"normal",180,4,,,
"Treino 3 e c","14 Out 2025, 20:30","14 Out 2025, 22:38","","Levantamento Terra (Barra)",,"",4,"normal",200,1,,,
"Treino 3 e c","14 Out 2025, 20:30","14 Out 2025, 22:38","","Levantamento Terra (Barra)",,"",5,"normal",240,1,,,
"Treino 3 e c","14 Out 2025, 20:30","14 Out 2025, 22:38","","Levantamento Terra (Barra)",,"",6,"normal",240,1,,,
"Treino 3 e c","14 Out 2025, 20:30","14 Out 2025, 22:38","","Levantamento Terra (Barra)",,"",7,"normal",240,1,,,
"Treino 3 e c","14 Out 2025, 20:30","14 Out 2025, 22:38","","Supino (Barra)",,"",0,"normal",60,6,,,
"Treino 3 e c","14 Out 2025, 20:30","14 Out 2025, 22:38","","Supino (Barra)",,"",1,"normal",80,3,,,
"Treino 3 e c","14 Out 2025, 20:30","14 Out 2025, 22:38","","Supino (Barra)",,"",2,"normal",100,1,,,
"Treino 3 e c","14 Out 2025, 20:30","14 Out 2025, 22:38","","Supino (Barra)",,"",3,"normal",110,2,,,
"Treino 3 e c","14 Out 2025, 20:30","14 Out 2025, 22:38","","Supino (Barra)",,"",4,"normal",110,2,,,
"Treino 3 e c","14 Out 2025, 20:30","14 Out 2025, 22:38","","Supino (Barra)",,"",5,"normal",60,10,,,
"Treino 3 e c","14 Out 2025, 20:30","14 Out 2025, 22:38","","Supino (Barra)",,"",6,"normal",80,6,,,
"Treino 3 e c","14 Out 2025, 20:30","14 Out 2025, 22:38","","Supino (Barra)",,"",7,"normal",105,1,,,
"Treino 3 e c","14 Out 2025, 20:30","14 Out 2025, 22:38","","Supino (Barra)",,"",8,"normal",105,1,,,
"Treino 3 e c","14 Out 2025, 20:30","14 Out 2025, 22:38","","Supino (Barra)",,"",9,"normal",105,1,,,
"Sbd de sexta","11 Out 2025, 10:35","11 Out 2025, 12:24","","Agachamento (Barra)",,"",0,"normal",60,10,,,
"Sbd de sexta","11 Out 2025, 10:35","11 Out 2025, 12:24","","Agachamento (Barra)",,"",1,"normal",100,8,,,
"Sbd de sexta","11 Out 2025, 10:35","11 Out 2025, 12:24","","Agachamento (Barra)",,"",2,"normal",140,2,,,
"Sbd de sexta","11 Out 2025, 10:35","11 Out 2025, 12:24","","Agachamento (Barra)",,"",3,"normal",160,1,,,
"Sbd de sexta","11 Out 2025, 10:35","11 Out 2025, 12:24","","Agachamento (Barra)",,"",4,"normal",180,1,,,
"Sbd de sexta","11 Out 2025, 10:35","11 Out 2025, 12:24","","Agachamento (Barra)",,"",5,"normal",190,2,,,
"Sbd de sexta","11 Out 2025, 10:35","11 Out 2025, 12:24","","Agachamento (Barra)",,"",6,"normal",190,2,,,
"Sbd de sexta","11 Out 2025, 10:35","11 Out 2025, 12:24","","Supino (Barra)",,"",0,"normal",60,10,,,
"Sbd de sexta","11 Out 2025, 10:35","11 Out 2025, 12:24","","Supino (Barra)",,"",1,"normal",80,6,,,
"Sbd de sexta","11 Out 2025, 10:35","11 Out 2025, 12:24","","Supino (Barra)",,"",2,"normal",90,3,,,
"Sbd de sexta","11 Out 2025, 10:35","11 Out 2025, 12:24","","Supino (Barra)",,"",3,"normal",110,2,,,
"Sbd de sexta","11 Out 2025, 10:35","11 Out 2025, 12:24","","Supino (Barra)",,"",4,"normal",110,2,,,
"Sbd de sexta","11 Out 2025, 10:35","11 Out 2025, 12:24","","Levantamento Terra (Barra)",,"",0,"normal",60,5,,,
"Sbd de sexta","11 Out 2025, 10:35","11 Out 2025, 12:24","","Levantamento Terra (Barra)",,"",1,"normal",100,4,,,
"Sbd de sexta","11 Out 2025, 10:35","11 Out 2025, 12:24","","Levantamento Terra (Barra)",,"",2,"normal",140,3,,,
"Sbd de sexta","11 Out 2025, 10:35","11 Out 2025, 12:24","","Levantamento Terra (Barra)",,"",3,"normal",180,1,,,
"Sbd de sexta","11 Out 2025, 10:35","11 Out 2025, 12:24","","Levantamento Terra (Barra)",,"",4,"normal",220,1,,,
"Sbd de sexta","11 Out 2025, 10:35","11 Out 2025, 12:24","","Levantamento Terra (Barra)",,"",5,"normal",240,2,,,
"Sbd de sexta","11 Out 2025, 10:35","11 Out 2025, 12:24","","Levantamento Terra (Barra)",,"",6,"normal",240,2,,,
"Treino b, full leg day","9 Out 2025, 21:50","9 Out 2025, 23:17","","Leg Press 45º (Máquina)",,"",0,"normal",160,18,,,
"Treino b, full leg day","9 Out 2025, 21:50","9 Out 2025, 23:17","","Leg Press 45º (Máquina)",,"",1,"normal",220,16,,,
"Treino b, full leg day","9 Out 2025, 21:50","9 Out 2025, 23:17","","Leg Press 45º (Máquina)",,"",2,"normal",220,14,,,
"Treino b, full leg day","9 Out 2025, 21:50","9 Out 2025, 23:17","","Leg Press 45º (Máquina)",,"",3,"normal",220,14,,,
"Treino b, full leg day","9 Out 2025, 21:50","9 Out 2025, 23:17","","Elevação Pélvica (Barra)",,"",0,"normal",80,20,,,
"Treino b, full leg day","9 Out 2025, 21:50","9 Out 2025, 23:17","","Elevação Pélvica (Barra)",,"",1,"normal",120,14,,,
"Treino b, full leg day","9 Out 2025, 21:50","9 Out 2025, 23:17","","Elevação Pélvica (Barra)",,"",2,"normal",120,12,,,
"Treino b, full leg day","9 Out 2025, 21:50","9 Out 2025, 23:17","","Elevação Pélvica (Barra)",,"",3,"normal",120,12,,,
"Treino b, full leg day","9 Out 2025, 21:50","9 Out 2025, 23:17","","Abdominal Na Máquina",,"",0,"normal",36,15,,,
"Treino b, full leg day","9 Out 2025, 21:50","9 Out 2025, 23:17","","Abdominal Na Máquina",,"",1,"normal",45,20,,,
"Treino b, full leg day","9 Out 2025, 21:50","9 Out 2025, 23:17","","Abdominal Na Máquina",,"",2,"normal",45,16,,,
"Treino b, full leg day","9 Out 2025, 21:50","9 Out 2025, 23:17","","Abdominal Na Máquina",,"",3,"normal",45,16,,,
"Treino b, full leg day","9 Out 2025, 21:50","9 Out 2025, 23:17","","Escalada",,"",0,"normal",,,,1925,
"Treino 2 e a","9 Out 2025, 19:54","9 Out 2025, 21:50","","Agachamento (Barra)",,"",0,"normal",60,5,,,
"Treino 2 e a","9 Out 2025, 19:54","9 Out 2025, 21:50","","Agachamento (Barra)",,"",1,"normal",100,5,,,
"Treino 2 e a","9 Out 2025, 19:54","9 Out 2025, 21:50","","Agachamento (Barra)",,"",2,"normal",120,3,,,
"Treino 2 e a","9 Out 2025, 19:54","9 Out 2025, 21:50","","Agachamento (Barra)",,"",3,"normal",140,1,,,
"Treino 2 e a","9 Out 2025, 19:54","9 Out 2025, 21:50","","Agachamento (Barra)",,"",4,"normal",160,2,,,
"Treino 2 e a","9 Out 2025, 19:54","9 Out 2025, 21:50","","Agachamento (Barra)",,"",5,"normal",160,2,,,
"Treino 2 e a","9 Out 2025, 19:54","9 Out 2025, 21:50","","Supino (Barra)",,"",0,"normal",60,8,,,
"Treino 2 e a","9 Out 2025, 19:54","9 Out 2025, 21:50","","Supino (Barra)",,"",1,"normal",80,5,,,
"Treino 2 e a","9 Out 2025, 19:54","9 Out 2025, 21:50","","Supino (Barra)",,"",2,"normal",100,2,,,
"Treino 2 e a","9 Out 2025, 19:54","9 Out 2025, 21:50","","Supino (Barra)",,"",3,"normal",105,2,,,
"Treino 2 e a","9 Out 2025, 19:54","9 Out 2025, 21:50","","Supino (Barra)",,"",4,"normal",105,2,,,
